986,3878,250,251
987,4818,249,251
932,4818,249,251
867,4818,249,251
1557,4348,249,251
1107,4934,250,254
1677,4700,249,252
1622,4465,249,251
1446,4229,250,254
1447,5053,250,251
1216,3759,250,254
1272,4583,249,251
1042,4818,249,251
581,3878,250,251
527,4936,249,251
472,4466,249,251
296,3761,249,251
296,4231,250,251
701,4113,250,251
636,4113,250,251
417,4466,249,251
987,4934,250,254
931,3994,250,254
811,4113,250,251
877,4935,249,252
1502,4465,249,252
1677,4465,249,252
1677,4583,249,251
1501,4113,250,251
1217,4934,250,254
526,3761,249,251
582,4583,249,252
526,4347,250,254
297,5052,250,254
646,4231,250,251
472,4583,249,252
351,3761,249,251
1501,3994,250,254
1336,3759,250,254
1336,4229,250,254
1622,4700,249,251
1447,4818,249,251
1272,4818,249,251
987,5053,250,251
756,4229,250,254
527,4701,249,251
472,4701,249,251
296,3996,250,251
932,5053,250,251
867,5053,250,251
417,4701,249,251
352,4936,249,251
931,3760,249,252
932,4465,249,252
1556,3878,250,251
1556,4113,250,251
1391,3878,250,251
1391,4113,250,251
1677,4818,249,251
1392,4934,250,254
1161,3759,250,254
581,4347,250,254
527,4583,249,252
351,3877,250,254
416,3761,249,251
472,4818,249,252
407,4818,249,252
987,4348,249,251
812,4348,249,251
932,4348,249,251
1501,3759,250,254
1501,4229,250,254
1336,3994,250,254
1622,4935,250,251
1447,4700,249,252
1447,4583,249,251
1272,5053,250,251
1216,3878,250,251
701,4231,250,251
527,4466,249,251
472,4936,249,251
582,4701,249,251
417,4936,249,251
932,4700,249,252
877,4465,249,252
1566,4229,250,254
1161,4113,250,251
1676,3759,250,254
1677,5053,250,251
1502,4583,249,251
1392,4700,249,252
1161,3994,250,254
757,4465,249,252
756,4113,250,251
581,4112,250,254
527,4818,249,252
352,4818,249,252
1041,3759,250,254
637,4583,249,251
416,3996,250,251
472,5052,250,254
407,5052,250,254
987,4583,249,251
812,4583,249,251
932,4583,249,251
1621,4113,250,251
1337,4700,249,252
1106,4229,250,254
1447,4465,249,252
1391,3994,250,254
1447,4348,249,251
701,3760,249,252
526,4231,250,251
297,4936,249,251
1096,3878,250,251
1097,5053,250,251
582,4466,249,251
471,3877,250,254
352,4466,249,251
877,4700,249,252
1392,4583,249,251
1271,3759,250,254
1106,3994,250,254
1502,4348,249,251
1446,3878,250,251
1392,4465,249,252
1041,4113,250,251
756,3759,250,254
757,4700,249,252
756,3878,250,251
527,5052,250,254
352,5052,250,254
1041,3994,250,254
1042,4934,250,254
636,4348,250,251
406,4347,250,254
986,4229,250,254
812,4818,249,251
866,3878,250,251
1567,4465,249,252
1337,4465,249,252
1326,4113,250,251
1161,3878,250,251
1391,3759,250,254
1217,5053,250,251
701,3994,250,254
1097,4818,249,251
352,4701,249,251
986,3994,250,254
811,3994,250,254
1622,4348,249,251
1392,4348,249,251
1271,3994,250,254
1271,4229,250,254
1106,3759,250,254
1502,5053,250,251
1446,4113,250,251
1162,4934,250,254
756,3994,250,254
757,4934,250,254
702,4700,249,252
351,4347,250,254
1042,4700,249,252
702,5053,250,251
637,5052,250,254
407,4583,249,252
931,4229,250,254
811,3878,250,251
811,4229,250,254
1621,3878,250,251
1567,4700,249,252
1326,3878,250,251
1327,4348,249,251
1162,4583,249,251
1447,4934,250,254
1391,4229,250,254
1217,4818,249,251
1041,3878,250,251
812,5053,250,251
757,4583,249,251
297,4466,249,251
1097,4583,249,251
581,3761,249,251
582,4936,249,251
986,3759,250,254
986,4113,250,251
931,4113,250,251
811,3760,249,252
866,4113,250,251
1566,3994,250,254
1622,4583,249,251
1557,5053,250,251
1392,5053,250,251
1272,4465,249,252
1107,4700,249,252
1621,3760,249,251
1502,4818,249,251
1216,4229,250,254
1162,4700,249,252
1042,4583,249,251
702,4465,249,252
296,3877,250,254
352,4583,249,252
1042,4465,249,252
702,4818,249,251
636,3878,250,251
637,4818,249,252
987,4700,249,252
876,4229,250,254
812,4465,249,252
1567,4934,250,254
1337,4934,250,254
1327,4583,249,251
1162,4348,249,251
1677,4934,250,254
1446,3759,250,254
1271,4113,250,251
1217,4583,249,251
757,4348,249,251
526,3877,250,254
297,4701,249,251
1097,4348,249,251
646,3996,250,251
647,4936,249,251
581,3996,250,251
876,3760,249,252
867,4348,249,251
1566,3759,250,254
1622,4818,249,251
1557,4818,249,251
1392,4818,249,251
1272,4700,249,252
1107,4465,249,252
1621,3995,250,251
1501,3878,250,251
1162,4465,249,252
1042,4348,249,251
471,3996,250,251
296,4347,250,254
701,3878,250,251
702,4583,249,251
471,4112,250,254
351,4231,250,251
987,4465,249,252
812,4700,249,252
1502,4934,250,254
1327,4818,249,251
1162,5053,250,251
1676,3878,250,251
1676,4113,250,251
1446,3994,250,254
1271,3878,250,251
1217,4465,249,252
1217,4348,249,251
757,5053,250,251
582,5052,250,254
296,4112,250,254
1041,4229,250,254
646,3761,249,251
647,4700,249,252
416,4231,250,251
406,4112,250,254
876,3994,250,254
867,4583,249,251
1622,5053,250,251
1557,4583,249,251
1272,4934,250,254
1676,4229,250,254
1621,4230,250,251
1216,3994,250,254
1272,4348,249,251
1161,4229,250,254
1042,5053,250,251
702,4935,249,252
471,3761,249,251
471,4231,250,251
297,4818,249,252
1096,4113,250,251
702,4348,249,251
406,3877,250,254
932,4935,249,252
931,3878,250,251
812,4935,249,252
1502,4700,249,252
1327,5053,250,251
1162,4818,249,251
1676,3994,250,254
1677,4348,249,251
1217,4700,249,252
1216,4113,250,251
757,4818,249,251
526,3996,250,251
582,4818,249,252
526,4112,250,254
297,4583,249,252
351,4112,250,254
647,4465,249,252
581,4231,250,251
471,4347,250,254
351,3996,250,251
19637,19787,247,247
19636,18580,247,248
19700,19025,247,247
19759,19856,330,330
19637,19723,247,248
19636,18517,247,247
19700,18961,247,248
19637,19660,247,247
19636,18453,247,248
19700,19152,247,247
19699,18326,247,248
19637,19596,247,248
19636,18961,247,248
19636,18390,247,247
19700,19088,247,248
19699,18390,247,247
19637,19533,247,247
19636,19025,248,247
19636,18326,247,248
19700,19279,247,247
19637,19469,247,248
19636,18834,247,248
19636,18263,247,247
19700,19215,247,248
19699,18263,247,247
19909,18125,272,272
19636,18898,247,247
19700,19406,247,247
19699,18580,248,248
19911,19900,271,272
19636,19215,248,248
19700,19342,247,248
19699,18644,248,247
19664,18125,272,272
19636,19279,248,247
19699,18453,248,248
19666,19900,271,272
19636,19088,248,248
19699,18517,248,247
19636,19152,248,247
19700,19469,247,248
19700,19533,247,247
19636,19342,248,248
19636,18771,247,247
19700,19596,248,248
19699,18707,248,248
19637,19406,247,247
19636,18707,247,248
19700,19660,248,247
19699,18771,248,247
19758,18111,329,330
19700,19723,248,248
19700,18898,247,247
19636,18644,247,247
19700,19787,248,247
19700,18834,247,248
11919,18362,401,245
11837,18057,320,320
11675,18362,401,245
11838,18466,319,320
11919,18426,401,245
11675,18426,401,245
11919,18172,401,245
11675,18172,401,245
11919,18235,401,245
11675,18235,401,245
11919,18299,401,245
11675,18299,401,245
2569,17395,369,261
